zone,surplus_event_id,start_time,end_time,duration_h,min_price,mean_price,max_net_surplus_mw,mean_renewable_share,mean_wind100,mean_load_mw,mean_net_export_mw,max_export_utilisation,mean_bal_price_down,mean_abs_imbalance,mean_severity
SE4,72,2024-05-02 09:00:00,2024-05-02 14:00:00,6,-2.7,0.036666666666666625,155.4000000000001,0.9249436286708023,9.05476564910219,2090.5,87.12333333333335,0.0,0.036666666666666625,0.0,5.648139456960134
NO3,163,2024-11-14 22:00:00,2024-11-15 05:00:00,8,3.2,3.89,931.73,0.9836373323048127,11.934064490693178,3176.50875,750.2887499999999,0.0,3.89,87.0374875,5.6075681766739285
FI,103,2023-11-04 12:00:00,2023-11-04 14:00:00,3,3.7,3.9033333333333338,2383.130000000001,0.573085241517691,10.763508444638468,10230.0,2646.853333333333,0.0,3.9033333333333338,168.62971133333335,5.606965532425318
FI,104,2023-11-04 18:00:00,2023-11-05 06:00:00,13,-0.1,1.0138461538461538,2579.4800000000014,0.529723474898835,9.87035751632201,9093.365384615385,2609.2823076923078,0.0,-4.512307692307693,327.13365376923076,5.593023024124599
SE4,71,2024-05-01 08:00:00,2024-05-01 15:00:00,8,-2.45,-1.69,101.91000000000008,0.9109566169159324,8.132962420864677,1759.25,60.635000000000005,0.0,-1.69,0.0,5.589944672802653
NO3,88,2023-10-09 22:00:00,2023-10-10 03:00:00,6,3.39,3.6799999999999997,867.9999999999995,0.9833801501503143,6.47077635772026,2997.4083333333333,732.3033333333334,0.0,3.6799999999999997,60.091082,5.588920156295884
DK1,206,2024-12-31 22:00:00,2024-12-31 22:00:00,1,0.52,0.52,2402.37,0.9555538358355259,15.187565540573578,2637.21,1893.3599999999997,0.5497753623188405,0.52,0.0,5.58868482107843
DK1,46,2023-07-04 10:00:00,2023-07-04 11:00:00,2,0.06,0.065,2541.5599999999995,0.9299049834630675,10.35320603749042,2805.885,2030.6349999999998,1.5517744755244756,0.065,0.0,5.586394426566719
SE4,14,2023-07-15 11:00:00,2023-07-15 13:00:00,3,-1.03,-0.42,40.73000000000002,0.9447025936416912,7.726520937835041,1637.3333333333333,50.773333333333234,0.0,-1.0433333333333332,0.0,5.531577768595949
NO3,87,2023-10-08 21:00:00,2023-10-09 02:00:00,6,3.76,4.421666666666667,969.1000000000004,0.9853783150320115,4.1972214725216075,2965.0383333333334,717.4050000000001,0.0,4.421666666666667,115.39545333333335,5.504685220024997
SE3,190,2024-08-07 21:00:00,2024-08-08 03:00:00,7,2.58,3.35,2476.1800000000003,0.2553680021906554,5.792333834414441,6469.857142857143,2612.7514285714283,0.0,3.35,0.0,5.481369208728232
SE2,287,2024-12-16 23:00:00,2024-12-17 03:00:00,5,2.73,3.47,7120.290000000001,0.997374973677047,12.93040602276822,1894.8,7086.12,0.0,3.47,0.0,5.48008906117895
SE4,81,2024-05-16 10:00:00,2024-05-16 12:00:00,3,-0.71,-0.2966666666666667,-6.740000000000009,0.9444033852707152,7.8048505072287755,2074.6666666666665,16.45666666666663,0.0,-1.0,0.0,5.439097136897158
SE3,185,2024-07-31 12:00:00,2024-08-01 05:00:00,18,-0.01,2.941666666666667,3379.8499999999985,0.2960334231972237,6.5372992048534675,6787.111111111111,2557.671666666667,0.0,2.3105555555555557,0.0,5.4372799519170405
SE4,70,2024-04-28 08:00:00,2024-04-28 15:00:00,8,-2.52,-1.2625,248.30999999999995,0.8801360160041735,7.154086848662289,1629.875,11.492499999999978,0.0,-12.25625,0.0,5.416792499787372
SE4,45,2023-10-04 20:00:00,2023-10-05 03:00:00,8,-0.31,-0.04375,242.69000000000005,0.9580234090460344,10.218881791356463,1827.0,7.373750000000058,0.0,-2.48125,0.0,5.404759742550729
SE3,94,2023-12-19 01:00:00,2023-12-19 03:00:00,3,1.58,2.703333333333333,2357.6499999999996,0.36079014397398274,11.749675093729591,9091.666666666666,2452.5766666666664,0.0,-5.833333333333333,0.0,5.374677176021628
FI,4,2023-03-17 23:00:00,2023-03-18 05:00:00,7,1.5,3.281428571428571,2265.2699999999986,0.46509132895505206,9.90728706522149,9144.185714285715,2502.058571428571,0.0,-85.13142857142859,131.94594185714286,5.3686622376711925
SE3,183,2024-07-30 10:00:00,2024-07-30 12:00:00,3,0.01,0.65,2209.59,0.3367386998314883,2.820188606001008,7560.333333333333,2500.7133333333336,0.0,0.65,0.0,5.347083893257159
NO3,59,2023-09-23 20:00:00,2023-09-24 13:00:00,18,-2.62,1.1,1036.3500000000004,0.9868094545759841,7.499024516378163,2746.555,660.1977777777778,0.0,0.033333333333333326,71.09503955555556,5.3381034290840015
DK2,101,2024-05-17 09:00:00,2024-05-17 15:00:00,7,1.25,3.011428571428571,555.8699999999999,0.9382090342001596,10.49416202409851,1645.77,480.11999999999995,0.0,0.7100000000000001,0.0,5.328442372240353
